ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
22,Marrakech,Grand Prix Hassan II,4/13/17,ATP250,Outdoor,Clay,2nd Round,3,Paire B.,Albot R.,39,83,1040,655,6,2,6,2,,,,,,,2,0,Completed,1.53,2.37,1.53,2.35,1.62,2.25,1.65,2.4,,,1.65,2.7,1.55,2.42
22,Marrakech,Grand Prix Hassan II,4/13/17,ATP250,Outdoor,Clay,2nd Round,3,Vesely J.,Zverev M.,53,33,828,1249,6,4,6,4,,,,,,,2,0,Completed,1.5,2.5,1.47,2.5,1.53,2.5,1.55,2.65,,,1.57,2.65,1.51,2.51
22,Marrakech,Grand Prix Hassan II,4/13/17,ATP250,Outdoor,Clay,2nd Round,3,Robredo T.,Dimitrov G.,385,12,117,2880,6,4,1,6,6,1,,,,,2,1,Completed,3.75,1.25,3.6,1.25,4,1.25,3.77,1.32,,,4.4,1.32,3.76,1.26
22,Marrakech,Grand Prix Hassan II,4/13/17,ATP250,Outdoor,Clay,2nd Round,3,Lorenzi P.,Quinzi G.,37,304,1063,163,7,6,2,6,6,4,,,,,2,1,Completed,1.3,3.4,1.3,3.2,1.36,3.25,1.35,3.49,,,1.36,3.49,1.33,3.24
22,Marrakech,Grand Prix Hassan II,4/13/17,ATP250,Outdoor,Clay,2nd Round,3,Struff J.L.,Ahouda A.,59,946,803,13,6,3,6,4,,,,,,,2,0,Completed,1.06,10,1.05,7.75,1.06,9,1.1,8.98,,,1.1,10.5,1.06,8.72
22,Marrakech,Grand Prix Hassan II,4/13/17,ATP250,Outdoor,Clay,2nd Round,3,Kohlschreiber P.,Chardy J.,32,66,1270,735,6,0,2,6,6,3,,,,,2,1,Completed,1.61,2.2,1.62,2.15,1.73,2.1,1.78,2.16,,,1.78,2.3,1.67,2.18
22,Marrakech,Grand Prix Hassan II,4/14/17,ATP250,Outdoor,Clay,Quarterfinals,3,Coric B.,Ramos-Vinolas A.,79,24,675,1625,4,6,6,4,6,4,,,,,2,1,Completed,2.37,1.57,2.25,1.57,2.25,1.62,2.26,1.73,,,2.42,1.73,2.27,1.62
22,Marrakech,Grand Prix Hassan II,4/14/17,ATP250,Outdoor,Clay,Quarterfinals,3,Vesely J.,Lorenzi P.,53,37,828,1063,3,6,6,3,7,6,,,,,2,1,Completed,1.61,2.3,1.6,2.2,1.67,2.2,1.64,2.44,,,1.68,2.45,1.62,2.27
22,Marrakech,Grand Prix Hassan II,4/14/17,ATP250,Outdoor,Clay,Quarterfinals,3,Kohlschreiber P.,Struff J.L.,32,59,1270,803,3,6,7,5,6,3,,,,,2,1,Completed,1.4,3,1.37,2.85,1.44,2.75,1.43,3.14,,,1.47,3.14,1.41,2.89
22,Marrakech,Grand Prix Hassan II,4/14/17,ATP250,Outdoor,Clay,Quarterfinals,3,Paire B.,Robredo T.,39,385,1040,117,6,2,6,4,,,,,,,2,0,Completed,1.57,2.37,1.55,2.3,1.62,2.25,1.65,2.43,,,1.65,2.43,1.59,2.34
22,Marrakech,Grand Prix Hassan II,4/15/17,ATP250,Outdoor,Clay,Semifinals,3,Coric B.,Vesely J.,79,53,675,828,6,4,6,4,,,,,,,2,0,Completed,1.57,2.37,1.55,2.3,1.62,2.25,1.68,2.36,,,1.68,2.38,1.62,2.27
22,Marrakech,Grand Prix Hassan II,4/15/17,ATP250,Outdoor,Clay,Semifinals,3,Kohlschreiber P.,Paire B.,32,39,1270,1040,6,2,6,2,,,,,,,2,0,Completed,1.66,2.2,1.65,2.1,1.62,2.25,1.72,2.27,,,1.75,2.3,1.67,2.19
22,Marrakech,Grand Prix Hassan II,4/16/17,ATP250,Outdoor,Clay,The Final,3,Coric B.,Kohlschreiber P.,79,32,675,1270,5,7,7,6,7,5,,,,,2,1,Completed,2.75,1.44,2.65,1.42,2.75,1.4,2.84,1.5,,,2.88,1.52,2.73,1.45
23,Monte Carlo,Monte Carlo Masters,4/16/17,Masters 1000,Outdoor,Clay,1st Round,3,Goffin D.,Darcis S.,13,51,2705,899,6,2,6,1,,,,,,,2,0,Completed,1.16,5,1.13,5.2,1.14,5,1.16,6.14,,,1.19,6.15,1.15,5.34
23,Monte Carlo,Monte Carlo Masters,4/16/17,Masters 1000,Outdoor,Clay,1st Round,3,Sousa J.,Mayer F.,36,48,1080,923,6,3,6,2,,,,,,,2,0,Completed,1.25,3.75,1.25,3.6,1.29,3.5,1.3,3.92,,,1.33,4,1.28,3.61
23,Monte Carlo,Monte Carlo Masters,4/16/17,Masters 1000,Outdoor,Clay,1st Round,3,Simon G.,Jaziri M.,32,60,1255,806,6,2,6,2,,,,,,,2,0,Completed,1.44,2.62,1.47,2.5,1.5,2.5,1.54,2.66,,,1.54,2.8,1.48,2.59
23,Monte Carlo,Monte Carlo Masters,4/17/17,Masters 1000,Outdoor,Clay,1st Round,3,Bautista Agut R.,Basilashvili N.,18,59,2145,809,1,6,6,3,7,5,,,,,2,1,Completed,1.14,5.5,1.13,5.2,1.14,5.5,1.17,6.02,,,1.17,6.02,1.15,5.33
23,Monte Carlo,Monte Carlo Masters,4/17/17,Masters 1000,Outdoor,Clay,1st Round,3,Schwartzman D.,Tomic B.,41,43,982,950,6,1,7,6,,,,,,,2,0,Completed,1.16,5,1.15,4.75,1.2,4.5,1.19,5.42,,,1.2,5.5,1.17,4.82
23,Monte Carlo,Monte Carlo Masters,4/17/17,Masters 1000,Outdoor,Clay,1st Round,3,Cuevas P.,Troicki V.,27,38,1425,1055,6,3,6,0,,,,,,,2,0,Completed,1.44,2.62,1.45,2.55,1.53,2.5,1.51,2.77,,,1.53,2.77,1.48,2.62
23,Monte Carlo,Monte Carlo Masters,4/17/17,Masters 1000,Outdoor,Clay,1st Round,3,Almagro N.,Klizan M.,57,61,815,800,4,6,6,3,6,1,,,,,2,1,Completed,2.25,1.57,2.35,1.53,2.25,1.62,2.6,1.56,,,2.6,1.62,2.44,1.54
23,Monte Carlo,Monte Carlo Masters,4/17/17,Masters 1000,Outdoor,Clay,1st Round,3,Zverev A.,Seppi A.,20,75,2005,685,6,1,6,2,,,,,,,2,0,Completed,1.16,5,1.16,4.6,1.17,5,1.19,5.42,,,1.19,5.42,1.17,4.95
23,Monte Carlo,Monte Carlo Masters,4/17/17,Masters 1000,Outdoor,Clay,1st Round,3,Mannarino A.,Garcia-Lopez G.,56,100,816,562,1,6,6,3,6,4,,,,,2,1,Completed,2.5,1.5,2.4,1.5,2.38,1.53,2.52,1.59,,,2.62,1.6,2.42,1.55
23,Monte Carlo,Monte Carlo Masters,4/17/17,Masters 1000,Outdoor,Clay,1st Round,3,Edmund K.,Evans D.,45,44,933,944,7,5,6,1,,,,,,,2,0,Completed,1.18,4.5,1.19,4.2,1.2,4.5,1.24,4.65,,,1.25,4.75,1.21,4.33
23,Monte Carlo,Monte Carlo Masters,4/17/17,Masters 1000,Outdoor,Clay,1st Round,3,Carreno Busta P.,Fognini F.,19,29,2025,1385,7,6,6,7,6,3,,,,,2,1,Completed,1.61,2.2,1.65,2.1,1.67,2.2,1.81,2.11,,,1.81,2.25,1.69,2.14
23,Monte Carlo,Monte Carlo Masters,4/17/17,Masters 1000,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,Olivo R.,24,93,1625,596,6,2,6,3,,,,,,,2,0,Completed,1.22,4,1.22,3.85,1.22,4,1.26,4.34,,,1.27,4.34,1.24,3.99
23,Monte Carlo,Monte Carlo Masters,4/17/17,Masters 1000,Outdoor,Clay,1st Round,3,Berdych T.,Kuznetsov An.,12,78,2780,680,4,6,6,3,6,4,,,,,2,1,Completed,1.22,4,1.21,3.95,1.29,3.75,1.25,4.46,,,1.29,4.46,1.23,4.09
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,1st Round,3,Muller G.,Robredo T.,28,300,1425,162,6,2,6,2,,,,,,,2,0,Completed,2.62,1.44,2.55,1.45,2.5,1.53,2.7,1.53,,,2.75,1.53,2.59,1.48
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,1st Round,3,Pouille L.,Harrison R.,17,50,2306,912,6,2,6,4,,,,,,,2,0,Completed,1.22,4,1.19,4.2,1.2,4.5,1.21,5.02,,,1.25,5.02,1.2,4.49
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,1st Round,3,Struff J.L.,Ruud C.,58,127,813,448,6,4,6,4,,,,,,,2,0,Completed,1.28,3.5,1.27,3.45,1.33,3.4,1.34,3.6,,,1.36,3.9,1.29,3.53
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,1st Round,3,Haase R.,Dzumhur D.,46,92,933,599,6,3,6,2,,,,,,,2,0,Completed,,,,,,,,,,,,,,
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,1st Round,3,Lorenzi P.,Granollers M.,37,65,1063,746,6,2,6,4,,,,,,,2,0,Completed,1.44,2.62,1.47,2.5,1.53,2.5,1.56,2.62,,,1.56,2.7,1.5,2.55
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,1st Round,3,Haas T.,Paire B.,655,40,40,1040,6,2,6,3,,,,,,,2,0,Completed,4,1.22,3.6,1.25,3.75,1.25,4.05,1.29,,,4.05,1.29,3.86,1.25
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,1st Round,3,Vesely J.,Zverev M.,54,35,828,1159,7,6,6,3,,,,,,,2,0,Completed,1.36,3,1.33,3.05,1.44,2.75,1.38,3.35,,,1.44,3.35,1.37,3.05
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,1st Round,3,Khachanov K.,Mahut N.,52,47,877,925,6,2,6,4,,,,,,,2,0,Completed,1.44,2.62,1.47,2.5,1.53,2.5,1.56,2.6,,,1.56,2.65,1.51,2.53
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,1st Round,3,Berlocq C.,Herbert P.H.,66,90,739,601,3,6,6,2,6,1,,,,,2,1,Completed,1.3,3.4,1.27,3.45,1.29,3.75,1.32,3.79,,,1.4,3.85,1.29,3.55
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,1st Round,3,Chardy J.,Coric B.,71,49,710,915,7,6,3,6,6,3,,,,,2,1,Completed,1.72,2,1.72,2,1.73,2,1.87,2.04,,,1.9,2.1,1.79,1.99
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,1st Round,3,Lopez F.,Medvedev D.,39,62,1045,789,7,6,7,5,,,,,,,2,0,Completed,1.53,2.37,1.55,2.3,1.53,2.38,1.52,2.73,,,1.59,2.8,1.51,2.53
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Simon G.,2,32,7905,1255,6,3,3,6,7,5,,,,,2,1,Completed,1.08,8,1.08,6.5,1.1,7,1.12,7.79,,,1.12,8.25,1.09,7.16
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,2nd Round,3,Mannarino A.,Tsonga J.W.,56,10,816,2905,6,7,6,2,6,3,,,,,2,1,Completed,5.5,1.14,5.2,1.13,5.5,1.14,6.1,1.16,,,6.1,1.17,5.45,1.14
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,2nd Round,3,Cuevas P.,Sousa J.,27,36,1425,1080,6,3,6,3,,,,,,,2,0,Completed,1.4,2.75,1.4,2.75,1.4,2.75,1.49,2.84,,,1.49,2.9,1.43,2.77
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,2nd Round,3,Goffin D.,Almagro N.,13,57,2705,815,7,5,6,1,,,,,,,2,0,Completed,1.18,4.5,1.2,4.1,1.22,4.33,1.24,4.65,,,1.25,4.65,1.21,4.27
23,Monte Carlo,Monte Carlo Masters,4/19/17,Masters 1000,Outdoor,Clay,2nd Round,3,Berdych T.,Haas T.,12,655,2780,40,3,6,6,1,6,4,,,,,2,1,Completed,1.12,6,1.12,5.4,1.12,6,1.16,6.16,,,1.16,6.2,1.13,5.7
23,Monte Carlo,Monte Carlo Masters,4/19/17,Masters 1000,Outdoor,Clay,2nd Round,3,Carreno Busta P.,Khachanov K.,19,52,2025,877,6,4,6,4,,,,,,,2,0,Completed,1.36,3,1.33,3.05,1.4,3,1.38,3.35,,,1.4,3.44,1.34,3.18
23,Monte Carlo,Monte Carlo Masters,4/19/17,Masters 1000,Outdoor,Clay,2nd Round,3,Thiem D.,Haase R.,9,46,3385,933,6,3,6,2,,,,,,,2,0,Completed,1.2,4.33,1.17,4.4,1.2,4.5,1.21,5,,,1.22,5.1,1.19,4.59
23,Monte Carlo,Monte Carlo Masters,4/19/17,Masters 1000,Outdoor,Clay,2nd Round,3,Wawrinka S.,Vesely J.,3,54,5605,828,6,2,4,6,6,2,,,,,2,1,Completed,1.18,4.5,1.18,4.3,1.2,4.5,1.22,4.85,,,1.22,4.85,1.19,4.51
23,Monte Carlo,Monte Carlo Masters,4/19/17,Masters 1000,Outdoor,Clay,2nd Round,3,Zverev A.,Lopez F.,20,39,2005,1045,6,0,6,4,,,,,,,2,0,Completed,1.22,4,1.2,4.1,1.22,4,1.25,4.46,,,1.26,4.46,1.23,4.12
23,Monte Carlo,Monte Carlo Masters,4/19/17,Masters 1000,Outdoor,Clay,2nd Round,3,Ramos-Vinolas A.,Berlocq C.,24,66,1625,739,6,2,6,2,,,,,,,2,0,Completed,1.44,2.62,1.47,2.5,1.5,2.62,1.53,2.71,,,1.53,2.72,1.48,2.6
23,Monte Carlo,Monte Carlo Masters,4/19/17,Masters 1000,Outdoor,Clay,2nd Round,3,Murray A.,Muller G.,1,28,11600,1425,7,5,7,5,,,,,,,2,0,Completed,1.1,7,1.07,7,1.1,7,1.1,8.67,,,1.1,8.67,1.09,7.36
23,Monte Carlo,Monte Carlo Masters,4/19/17,Masters 1000,Outdoor,Clay,2nd Round,3,Cilic M.,Chardy J.,8,71,3385,710,6,3,6,0,,,,,,,2,0,Completed,1.72,2,1.65,2.1,1.73,2.1,1.72,2.25,,,1.77,2.25,1.7,2.13
23,Monte Carlo,Monte Carlo Masters,4/19/17,Masters 1000,Outdoor,Clay,2nd Round,3,Pouille L.,Lorenzi P.,17,37,2306,1063,6,2,6,4,,,,,,,2,0,Completed,1.33,3.25,1.32,3.1,1.36,3.25,1.37,3.4,,,1.39,3.45,1.33,3.24
23,Monte Carlo,Monte Carlo Masters,4/19/17,Masters 1000,Outdoor,Clay,2nd Round,3,Nadal R.,Edmund K.,7,45,3735,933,6,0,5,7,6,3,,,,,2,1,Completed,1.05,11,1.03,9,1.04,11,1.05,13.44,,,1.06,15,1.04,11.16
23,Monte Carlo,Monte Carlo Masters,4/19/17,Masters 1000,Outdoor,Clay,2nd Round,3,Schwartzman D.,Bautista Agut R.,41,18,982,2145,6,3,7,6,,,,,,,2,0,Completed,2.5,1.5,2.4,1.5,2.5,1.53,2.52,1.59,,,2.55,1.61,2.45,1.54
23,Monte Carlo,Monte Carlo Masters,4/19/17,Masters 1000,Outdoor,Clay,2nd Round,3,Struff J.L.,Dimitrov G.,58,11,813,2880,4,6,6,3,6,2,,,,,2,1,Completed,3.25,1.33,3.05,1.33,3.25,1.36,3.27,1.39,,,3.27,1.39,3.14,1.35
23,Monte Carlo,Monte Carlo Masters,4/20/17,Masters 1000,Outdoor,Clay,3rd Round,3,Cilic M.,Berdych T.,8,12,3385,2780,6,2,7,6,,,,,,,2,0,Completed,1.72,2.1,1.72,2,1.8,2,1.72,2.28,,,1.8,2.28,1.73,2.09
23,Monte Carlo,Monte Carlo Masters,4/20/17,Masters 1000,Outdoor,Clay,3rd Round,3,Ramos-Vinolas A.,Murray A.,24,1,1625,11600,2,6,6,2,7,5,,,,,2,1,Completed,4.5,1.2,4.2,1.19,4.33,1.2,4.55,1.25,,,5.05,1.25,4.48,1.2
23,Monte Carlo,Monte Carlo Masters,4/20/17,Masters 1000,Outdoor,Clay,3rd Round,3,Pouille L.,Mannarino A.,17,56,2306,816,3,0,,,,,,,,,0,0,Retired,1.2,4.5,1.18,4.3,1.22,4.33,1.21,5.21,,,1.26,5.25,1.2,4.55
23,Monte Carlo,Monte Carlo Masters,4/20/17,Masters 1000,Outdoor,Clay,3rd Round,3,Cuevas P.,Wawrinka S.,27,3,1425,5605,6,4,6,4,,,,,,,2,0,Completed,2.75,1.44,2.65,1.42,2.75,1.4,2.95,1.47,,,3.04,1.47,2.78,1.43
23,Monte Carlo,Monte Carlo Masters,4/20/17,Masters 1000,Outdoor,Clay,3rd Round,3,Goffin D.,Thiem D.,13,9,2705,3385,7,6,4,6,6,3,,,,,2,1,Completed,2.37,1.57,2.3,1.55,2.25,1.62,2.29,1.71,,,2.5,1.71,2.34,1.6
23,Monte Carlo,Monte Carlo Masters,4/20/17,Masters 1000,Outdoor,Clay,3rd Round,3,Nadal R.,Zverev A.,7,20,3735,2005,6,1,6,1,,,,,,,2,0,Completed,1.36,3.25,1.33,3.05,1.4,3,1.36,3.49,,,1.4,3.56,1.34,3.23
23,Monte Carlo,Monte Carlo Masters,4/20/17,Masters 1000,Outdoor,Clay,3rd Round,3,Schwartzman D.,Struff J.L.,41,58,982,813,6,3,6,0,,,,,,,2,0,Completed,1.5,2.62,1.47,2.5,1.53,2.5,1.56,2.63,,,1.57,2.72,1.51,2.54
23,Monte Carlo,Monte Carlo Masters,4/20/17,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Carreno Busta P.,2,19,7905,2025,6,2,4,6,6,4,,,,,2,1,Completed,1.12,6,1.11,5.6,1.12,5.5,1.13,7.29,,,1.17,7.29,1.13,5.97
23,Monte Carlo,Monte Carlo Masters,4/21/17,Masters 1000,Outdoor,Clay,Quarterfinals,3,Ramos-Vinolas A.,Cilic M.,24,8,1625,3385,6,2,6,7,6,2,,,,,2,1,Completed,2.62,1.5,2.55,1.45,2.62,1.5,2.67,1.55,,,2.75,1.55,2.63,1.48
23,Monte Carlo,Monte Carlo Masters,4/21/17,Masters 1000,Outdoor,Clay,Quarterfinals,3,Pouille L.,Cuevas P.,17,27,2306,1425,6,0,3,6,7,5,,,,,2,1,Completed,2.37,1.57,2.25,1.57,2.25,1.62,2.36,1.68,,,2.45,1.68,2.31,1.61
23,Monte Carlo,Monte Carlo Masters,4/21/17,Masters 1000,Outdoor,Clay,Quarterfinals,3,Goffin D.,Djokovic N.,13,2,2705,7905,6,2,3,6,7,5,,,,,2,1,Completed,3.4,1.33,3.2,1.3,3.4,1.33,3.55,1.35,,,3.55,1.38,3.33,1.33
23,Monte Carlo,Monte Carlo Masters,4/21/17,Masters 1000,Outdoor,Clay,Quarterfinals,3,Nadal R.,Schwartzman D.,7,41,3735,982,6,4,6,4,,,,,,,2,0,Completed,1.07,9,1.07,7,1.08,8,1.12,8.01,,,1.12,10.25,1.07,8.21
23,Monte Carlo,Monte Carlo Masters,4/22/17,Masters 1000,Outdoor,Clay,Semifinals,3,Ramos-Vinolas A.,Pouille L.,24,17,1625,2306,6,3,5,7,6,1,,,,,2,1,Completed,2.1,1.72,2.1,1.65,2.15,1.7,2.12,1.83,,,2.17,1.85,2.07,1.75
23,Monte Carlo,Monte Carlo Masters,4/22/17,Masters 1000,Outdoor,Clay,Semifinals,3,Nadal R.,Goffin D.,7,13,3735,2705,6,3,6,1,,,,,,,2,0,Completed,1.25,4,1.22,3.85,1.25,4,1.25,4.55,,,1.27,4.55,1.24,4.09
23,Monte Carlo,Monte Carlo Masters,4/23/17,Masters 1000,Outdoor,Clay,The Final,3,Nadal R.,Ramos-Vinolas A.,7,24,3735,1625,6,1,6,3,,,,,,,2,0,Completed,1.1,7,1.08,6.5,1.08,8,1.11,8.51,,,1.12,8.75,1.09,7.3
24,Barcelona,Open Banco Sabadell ,4/24/17,ATP500,Outdoor,Clay,1st Round,3,Edmund K.,Chardy J.,42,70,958,710,6,3,6,4,,,,,,,2,0,Completed,1.53,2.37,1.6,2.2,,,1.78,2.14,,,1.78,2.4,1.65,2.2
24,Barcelona,Open Banco Sabadell ,4/24/17,ATP500,Outdoor,Clay,1st Round,3,Seppi A.,Ymer M.,74,409,685,102,6,4,6,3,,,,,,,2,0,Completed,1.44,2.62,1.5,2.4,,,1.55,2.61,,,1.57,2.65,1.5,2.55
24,Barcelona,Open Banco Sabadell ,4/24/17,ATP500,Outdoor,Clay,1st Round,3,Evans D.,Monteiro T.,43,80,954,644,6,7,6,2,7,6,,,,,2,1,Completed,2.75,1.4,2.75,1.4,,,2.97,1.44,,,3,1.54,2.74,1.44
24,Barcelona,Open Banco Sabadell ,4/24/17,ATP500,Outdoor,Clay,1st Round,3,Sugita Y.,Robredo T.,91,288,603,172,6,4,6,3,,,,,,,2,0,Completed,4,1.22,3.95,1.21,,,4.53,1.24,,,4.6,1.29,4.09,1.23
24,Barcelona,Open Banco Sabadell ,4/24/17,ATP500,Outdoor,Clay,1st Round,3,Montanes A.,Garcia-Lopez G.,312,115,155,507,6,4,6,4,,,,,,,2,0,Completed,4,1.22,3.95,1.21,,,4.36,1.25,,,4.36,1.29,4.02,1.24
24,Barcelona,Open Banco Sabadell ,4/24/17,ATP500,Outdoor,Clay,1st Round,3,Ruud C.,Albot R.,126,81,448,643,6,2,6,2,,,,,,,2,0,Completed,1.4,2.75,1.4,2.75,,,1.46,2.89,,,1.5,3,1.43,2.78
24,Barcelona,Open Banco Sabadell ,4/24/17,ATP500,Outdoor,Clay,1st Round,3,Granollers M.,Jaziri M.,65,67,736,726,7,6,6,3,,,,,,,2,0,Completed,1.9,1.8,1.9,1.8,,,1.88,2.01,,,2.1,2.01,1.92,1.86
24,Barcelona,Open Banco Sabadell ,4/24/17,ATP500,Outdoor,Clay,1st Round,3,Almagro N.,Diez S.,57,176,860,312,6,3,6,4,,,,,,,2,0,Completed,1.22,4,1.2,4.1,,,1.22,4.7,,,1.25,4.7,1.21,4.33
24,Barcelona,Open Banco Sabadell ,4/24/17,ATP500,Outdoor,Clay,1st Round,3,Anderson K.,Berlocq C.,66,62,730,792,2,6,7,6,6,3,,,,,2,1,Completed,1.72,2,1.75,1.95,,,1.89,2,,,1.92,2.12,1.8,1.99
24,Barcelona,Open Banco Sabadell ,4/25/17,ATP500,Outdoor,Clay,1st Round,3,Basilashvili N.,Daniel T.,61,114,811,509,6,3,6,1,,,,,,,2,0,Completed,1.83,1.83,1.85,1.85,,,1.87,2.02,,,2,2.02,1.86,1.91
24,Barcelona,Open Banco Sabadell ,4/25/17,ATP500,Outdoor,Clay,1st Round,3,Tomic B.,Brown D.,41,75,960,685,7,5,4,6,6,2,,,,,2,1,Completed,2.37,1.53,2.3,1.55,,,2.24,1.71,,,2.5,1.71,2.31,1.6
24,Barcelona,Open Banco Sabadell ,4/25/17,ATP500,Outdoor,Clay,1st Round,3,Struff J.L.,Herbert P.H.,52,86,908,627,7,5,6,3,,,,,,,2,0,Completed,1.28,3.5,1.27,3.45,,,1.31,3.74,,,1.33,3.74,1.29,3.49
24,Barcelona,Open Banco Sabadell ,4/25/17,ATP500,Outdoor,Clay,1st Round,3,Chung H.,Istomin D.,94,73,579,688,6,4,6,4,,,,,,,2,0,Completed,1.44,2.62,1.42,2.65,,,1.5,2.76,,,1.5,3,1.44,2.75
24,Barcelona,Open Banco Sabadell ,4/25/17,ATP500,Outdoor,Clay,1st Round,3,Khachanov K.,Bellucci T.,56,54,867,876,6,3,6,4,,,,,,,2,0,Completed,1.72,2,1.8,1.9,,,1.83,2.07,,,1.91,2.07,1.82,1.96
24,Barcelona,Open Banco Sabadell ,4/25/17,ATP500,Outdoor,Clay,1st Round,3,Dutra Silva R.,Olivo R.,402,88,106,624,6,1,6,1,,,,,,,2,0,Completed,1.57,2.25,1.57,2.25,,,1.61,2.44,,,1.67,2.44,1.6,2.3
24,Barcelona,Open Banco Sabadell ,4/25/17,ATP500,Outdoor,Clay,1st Round,3,Zeballos H.,Giraldo S.,84,99,634,546,6,2,6,3,,,,,,,2,0,Completed,2,1.72,2,1.72,,,2.09,1.81,,,2.2,1.83,2.06,1.75
24,Barcelona,Open Banco Sabadell ,4/25/17,ATP500,Outdoor,Clay,2nd Round,3,Thiem D.,Edmund K.,9,42,3385,958,6,1,6,4,,,,,,,2,0,Completed,1.3,3.4,1.3,3.2,,,1.36,3.44,,,1.36,3.56,1.32,3.31
24,Barcelona,Open Banco Sabadell ,4/25/17,ATP500,Outdoor,Clay,2nd Round,3,Zverev A.,Almagro N.,21,57,2005,860,7,6,4,6,6,4,,,,,2,1,Completed,1.22,4,1.24,3.65,,,1.32,3.74,,,1.32,4,1.26,3.75
24,Barcelona,Open Banco Sabadell ,4/25/17,ATP500,Outdoor,Clay,2nd Round,3,Sugita Y.,Gasquet R.,91,23,603,1740,4,6,6,3,7,6,,,,,2,1,Completed,6,1.12,5,1.14,,,5.63,1.18,,,6.04,1.19,5.41,1.15
24,Barcelona,Open Banco Sabadell ,4/25/17,ATP500,Outdoor,Clay,2nd Round,3,Anderson K.,Ferrer D.,66,32,730,1230,6,3,6,4,,,,,,,2,0,Completed,2.2,1.61,2.25,1.57,,,2.37,1.66,,,2.4,1.66,2.27,1.61
24,Barcelona,Open Banco Sabadell ,4/25/17,ATP500,Outdoor,Clay,2nd Round,3,Evans D.,Zverev M.,43,35,954,1159,6,4,6,4,,,,,,,2,0,Completed,1.72,2,1.65,2.1,,,1.72,2.25,,,1.8,2.25,1.68,2.15
24,Barcelona,Open Banco Sabadell ,4/25/17,ATP500,Outdoor,Clay,2nd Round,3,Carreno Busta P.,Seppi A.,20,74,2025,685,6,4,6,2,,,,,,,2,0,Completed,1.22,4,1.22,3.85,,,1.24,4.65,,,1.27,4.65,1.23,4.1
24,Barcelona,Open Banco Sabadell ,4/25/17,ATP500,Outdoor,Clay,2nd Round,3,Paire B.,Granollers M.,49,65,915,736,6,3,7,6,,,,,,,2,0,Completed,1.5,2.5,1.6,2.2,,,1.69,2.31,,,1.69,2.5,1.61,2.29
24,Barcelona,Open Banco Sabadell ,4/26/17,ATP500,Outdoor,Clay,2nd Round,3,Murray A.,Tomic B.,1,41,11690,960,,,,,,,,,,,,,Walkover,1.07,9,1.06,7.25,,,1.09,9.35,,,1.09,9.5,1.07,8.21
24,Barcelona,Open Banco Sabadell ,4/26/17,ATP500,Outdoor,Clay,2nd Round,3,Lopez F.,Montanes A.,40,312,1045,155,6,2,6,2,,,,,,,2,0,Completed,1.28,3.5,1.3,3.2,,,1.34,3.56,,,1.42,3.6,1.3,3.45
24,Barcelona,Open Banco Sabadell ,4/26/17,ATP500,Outdoor,Clay,2nd Round,3,Chung H.,Kohlschreiber P.,94,31,579,1240,6,3,6,4,,,,,,,2,0,Completed,3.25,1.33,3.05,1.33,,,3.56,1.34,,,3.56,1.38,3.19,1.34
24,Barcelona,Open Banco Sabadell ,4/26/17,ATP500,Outdoor,Clay,2nd Round,3,Goffin D.,Basilashvili N.,10,61,2975,811,7,5,6,0,,,,,,,2,0,Completed,1.12,6,1.13,5.2,,,1.15,6.35,,,1.16,6.35,1.13,5.79
24,Barcelona,Open Banco Sabadell ,4/26/17,ATP500,Outdoor,Clay,2nd Round,3,Nadal R.,Dutra Silva R.,5,402,4235,106,6,1,6,2,,,,,,,2,0,Completed,1.01,26,1.01,11.5,,,1.01,29.16,,,1.03,29.16,1.01,18.05
